"","policy_number","claim_ultimate","claim_number"
"7437","C1AE00620033",23473.4842099639,"CR0055700381"
"7438","C1AE00620033",38330.3441409044,"CR0001348385"
"7439","C1AE00620033",24666.3659558256,"CR0009661148"
"7440","C1AE00620033",66999.6243408006,"CR0019254883"
"7441","C1AE00590428",30582.265907284,"CR0018611093"
"7442","C1AE00637243",38968.2094018556,"CR0047933812"
"7443","C1AE00088749",11147.5501802248,"CR0015718911"
"7444","C1AE00088749",97763.1587800723,"CR0015110794"
"7445","C1AE00725174",11256.0563105291,"CR0041693260"
"7446","C1AE00725174",61847.673782138,"CR0021712471"
"7447","C1AE00375052",31621.1243219037,"CR0082115860"
"7448","C1AE00375052",63565.9840777159,"CR0082583189"
"7449","C1AE00290566",256188.572779982,"CR0013630783"
"7450","C1AE00290566",43296.046701734,"CR0075546023"
"7451","C1AE00987379",107314.62123244,"CR0076095733"
"7452","C1AE00480170",36216.605786503,"CR0081399543"
"7453","C1AE00843250",172407.456749307,"CR0089052170"
"7454","C1AE00843250",11648.0317108223,"CR0025409329"
"7455","C1AE00771965",34984.0389175288,"CR0094858344"
"7456","C1AE00771965",30295.3078682747,"CR0042800855"
"7457","C1AE00771965",19063.2827761201,"CR0031740960"
"7458","C1AE00771965",98326.4036001972,"CR0053864127"
"7459","C1AE00885011",25156.6291009184,"CR0097197301"
"7460","C1AE00885011",92874.2096624761,"CR0015757935"
"7461","C1AE00580113",69860.1288832883,"CR0072561918"
"7462","C1AE00104609",191462.5680408,"CR0028342158"
"7463","C1AE00730403",23921.1183625686,"CR0066827041"
"7464","C1AE00730403",17273.9596668883,"CR0095058629"
"7465","C1AE00460272",83999.3259635851,"CR0027675100"
"7466","C1AE00099156",97866.8108510873,"CR0002541162"
"7467","C1AE00099156",67144.6718461284,"CR0011981824"
"7468","C1AE00972121",57926.1156434048,"CR0030513519"
"7469","C1AE00159898",19802.4632107687,"CR0048082336"
"7470","C1AE00799636",117614.376175214,"CR0060505976"
"7471","C1AE00514460",19835.9393225017,"CR0013634394"
"7472","C1AE00514460",42067.7462623235,"CR0043754355"
"7473","C1AE00514460",122566.004632113,"CR0002405657"
"7474","C1AE00514460",10486.9813321434,"CR0057059672"
"7475","C1AE00514460",106563.914104497,"CR0073423809"
"7476","C1AE00514460",77366.9951492569,"CR0012149538"
"7477","C1AE00514460",251873.707223872,"CR0066217410"
"7478","C1AE00515564",60457.5970391883,"CR0020118637"
"7479","C1AE00515564",40129.403159897,"CR0033193337"
"7480","C1AE00515564",89046.674841337,"CR0039405535"
"7481","C1AE00584927",92224.1426811203,"CR0017909751"
"7482","C1AE00790954",64689.4744341434,"CR0038038822"
"7483","C1AE00231568",167016.023877915,"CR0032208850"
"7484","C1AE00899621",95743.7963659237,"CR0029723493"
"7485","C1AE00899621",20107.770320028,"CR0054013254"
"7486","C1AE00899621",16288.4769811586,"CR0080708679"
"7487","C1AE00899621",120492.694386968,"CR0098303057"
"7488","C1AE00899621",98781.7588864805,"CR0017846632"
"7489","C1AE00899621",41168.6368395216,"CR0024562939"
"7490","C1AE00899621",181065.635417275,"CR0043626503"
"7491","C1AE00324391",14836.117343636,"CR0049947926"
"7492","C1AE00661985",91263.3968881642,"CR0095662720"
"7493","C1AE00903648",83120.0670841393,"CR0072926393"
"7494","C1AE00117563",62187.5270810019,"CR0041751326"
"7495","C1AE00408331",18320.6188840202,"CR0021827875"
"7496","C1AE00875132",120665.940823407,"CR0041265017"
"7497","C1AE00428587",132303.865130803,"CR0002351145"
"7498","C1AE00428587",227416.862654117,"CR0051405520"
"7499","C1AE00153240",38148.8256663068,"CR0062975221"
"7500","C1AE00174999",353420.551927548,"CR0098549553"
"7501","C1AE00174999",37830.6911175051,"CR0025019490"
"7502","C1AE00174999",50454.4257036885,"CR0067261735"
"7503","C1AE00174999",51439.9433219589,"CR0061613516"
"7504","C1AE00388137",137761.881222352,"CR0063750251"
"7505","C1AE00388137",69049.8413234277,"CR0084756583"
"7506","C1AE00388137",110413.213220106,"CR0059618563"
"7507","C1AE00388137",78894.2153645881,"CR0024979031"
"7508","C1AE00388137",75638.0080603897,"CR0011650958"
"7509","C1AE00828363",8305.05867641732,"CR0030296985"
"7510","C1AE00767112",53506.321326778,"CR0001585078"
"7511","C1AE00767112",81584.1650766596,"CR0016513161"
"7512","C1AE00431544",38396.8210335546,"CR0049244081"
"7513","C1AE00550366",35258.2003496301,"CR0076718913"
"7514","C1AE00550366",559933.511108508,"CR0099191273"
"7515","C1AE00550366",7315.62615725988,"CR0040916575"
"7516","C1AE00875801",6009.92347741344,"CR0090523416"
"7517","C1AE00875801",45159.1336988164,"CR0087718673"
"7518","C1AE00728903",55500.0117766741,"CR0013685520"
"7519","C1AE00728903",97798.09518617,"CR0051037815"
"7520","C1AE00930792",36838.561801688,"CR0041260633"
"7521","C1AE00677684",94906.815267324,"CR0062110262"
"7522","C1AE00751222",9252.30945860228,"CR0021653929"
"7523","C1AE00751222",162121.581775375,"CR0040005214"
"7524","C1AE00768289",32291.3559223677,"CR0088706511"
"7525","C1AE00768289",66384.0068659167,"CR0070952116"
"7526","C1AE00768289",69261.4451079093,"CR0090212950"
"7527","C1AE00339574",82451.5852535755,"CR0073139563"
"7528","C1AE00339574",68053.9743647253,"CR0068096666"
"7529","C1AE00339574",12684.1669150172,"CR0012258510"
"7530","C1AE00757572",73629.3252299324,"CR0053552444"
"7531","C1AE00757572",200978.070344241,"CR0058416733"
"7532","C1AE00757572",50543.6352411188,"CR0038873153"
"7533","C1AE00757572",31064.637606629,"CR0058987669"
"7534","C1AE00113884",54569.4272040993,"CR0071472331"
"7535","C1AE00712429",43324.1338764574,"CR0086678423"
"7536","C1AE00901978",660387.369674468,"CR0058305438"
"7537","C1AE00244940",84147.9398498946,"CR0076960574"
"7538","C1AE00044752",120945.628539069,"CR0042720107"
"7539","C1AE00839167",117103.953769305,"CR0024922956"
"7540","C1AE00883627",77631.5923115654,"CR0098691607"
"7541","C1AE00883627",311071.283652556,"CR0050581147"
"7542","C1AE00386740",18901.5024009014,"CR0060795901"
"7543","C1AE00386740",220881.792175089,"CR0044720159"
"7544","C1AE00165266",85836.1164669206,"CR0055321186"
"7545","C1AE00165266",30469.1092092581,"CR0085387591"
"7546","C1AE00245823",79925.8334573798,"CR0052917161"
"7547","C1AE00958291",31222.2702126631,"CR0003848862"
"7548","C1AE00958291",110466.428036403,"CR0071921078"
"7549","C1AE00958291",75463.1088736051,"CR0036361593"
"7550","C1AE00958291",96126.4716594728,"CR0015135159"
"7551","C1AE00958291",236408.340437745,"CR0037742098"
"7552","C1AE00958291",17599.155079894,"CR0070698309"
"7553","C1AE00958291",64789.4498708074,"CR0024462015"
"7554","C1AE00406781",45320.4454646044,"CR0062726577"
"7555","C1AE00563643",518368.995290425,"CR0033159333"
"7556","C1AE00563643",68977.5136254675,"CR0077104898"
"7557","C1AE00563643",9094.55635946228,"CR0078357091"
"7558","C1AE00581402",7558.92102176819,"CR0032202961"
"7559","C1AE00117146",43535.977429793,"CR0018575979"
"7560","C1AE00422577",16197.6814750115,"CR0062206865"
"7561","C1AE00422577",80790.8103006429,"CR0024399602"
"7562","C1AE00448790",67655.0077480336,"CR0047426231"
"7563","C1AE00576866",49178.0818906106,"CR0003178697"
"7564","C1AE00929029",58057.155991064,"CR0021739827"
"7565","C1AE00620234",126236.904684941,"CR0066707088"
"7566","C1AE00236117",22611.5775019015,"CR0026808072"
"7567","C1AE00505295",19475.7509324708,"CR0073713860"
"7568","C1AE00400863",66287.3506525275,"CR0050761475"
"7569","C1AE00945074",86734.3948096788,"CR0019188466"
"7570","C1AE00759422",71630.6901224439,"CR0019270864"
"7571","C1AE00853794",6165.37776919734,"CR0039990727"
"7572","C1AE00089520",110407.065944613,"CR0011374270"
"7573","C1AE00605546",76738.230387475,"CR0044998536"
"7574","C1AE00671260",188999.265476277,"CR0033334398"
"7575","C1AE00823256",9814.91672551127,"CR0021091973"
"7576","C1AE00652371",121526.828319364,"CR0056032354"
"7577","C1AE00652371",118392.195990088,"CR0074342877"
"7578","C1AE00044698",50195.1020530638,"CR0008664888"
"7579","C1AE00745814",86074.8005657766,"CR0066903976"
"7580","C1AE00546911",30684.8270061942,"CR0047195483"
"7581","C1AE00150735",153529.015416729,"CR0058071008"
"7582","C1AE00715054",169532.30538383,"CR0071143104"
"7583","C1AE00583487",131110.950891332,"CR0056710731"
"7584","C1AE00583487",330235.480816533,"CR0067482074"
"7585","C1AE00867713",109683.677946847,"CR0035665057"
"7586","C1AE00945093",45831.1275808964,"CR0091717471"
"7587","C1AE00796785",9269.91993934657,"CR0036467539"
"7588","C1AE00395035",29778.1196490092,"CR0082825254"
"7589","C1AE00723034",12613.6269531712,"CR0018198801"
"7590","C1AE00234621",4412.26993711794,"CR0094427089"
"7591","C1AE00234621",45344.0860210412,"CR0041451394"
"7592","C1AE00234621",93701.354663287,"CR0073856499"
"7593","C1AE00541235",12680.3915690819,"CR0017936068"
"7594","C1AE00541235",57414.3911035005,"CR0033243582"
"7595","C1AE00593531",100441.337362655,"CR0091732668"
"7596","C1AE00199054",805809.703081354,"CR0074166153"
"7597","C1AE00994745",223647.6050562,"CR0060145447"
"7598","C1AE00866934",109349.410653563,"CR0060353275"
"7599","C1AE00160260",113950.881977882,"CR0030810772"
"7600","C1AE00160260",9234.03400811808,"CR0079114647"
"7601","C1AE00160260",64111.0905197228,"CR0040604415"
"7602","C1AE00350921",42257.5464005451,"CR0002736158"
"7603","C1AE00350921",98654.9375741136,"CR0000295395"
"7604","C1AE00350921",41384.0675492141,"CR0015323026"
"7605","C1AE00794891",18567.6867401583,"CR0091825262"
"7606","C1AE00794891",27076.519542653,"CR0076150464"
"7607","C1AE00077304",71791.8463120541,"CR0080075187"
"7608","C1AE00384629",49914.2670052255,"CR0029295034"
"7609","C1AE00620527",110612.397023244,"CR0013543859"
"7610","C1AE00370763",67017.9457216599,"CR0055840977"
"7611","C1AE00997162",71152.349970466,"CR0081789617"
"7612","C1AE00106184",144359.274007005,"CR0012722696"
"7613","C1AE00271017",154096.177354059,"CR0097419565"
"7614","C1AE00271017",30875.2857016385,"CR0052706432"
"7615","C1AE00271017",575110.004518227,"CR0032325550"
"7616","C1AE00271017",190964.726346477,"CR0038579346"
"7617","C1AE00773687",20795.2316826376,"CR0086149545"
"7618","C1AE00482456",106903.49670088,"CR0066215269"
"7619","C1AE00352124",19782.1871884922,"CR0048273285"
"7620","C1AE00003492",266719.718087952,"CR0006267554"
"7621","C1AE00473297",46268.9945205762,"CR0066832486"
"7622","C1AE00005448",50630.121799519,"CR0015289394"
"7623","C1AE00506245",111285.580360608,"CR0072177432"
"7624","C1AE00858610",102185.778908668,"CR0033756063"
"7625","C1AE00858610",5548.5544148342,"CR0085912871"
"7626","C1AE00948057",66835.4807749655,"CR0097030973"
"7627","C1AE00984978",97668.4933608789,"CR0078037636"
"7628","C1AE00577999",271453.855339248,"CR0004167281"
"7629","C1AE00373620",31520.8644837793,"CR0075704102"
"7630","C1AE00439243",688416.988439482,"CR0050187353"
"7631","C1AE00094718",23086.5165805881,"CR0002606234"
"7632","C1AE00094718",80934.6738700714,"CR0030718201"
"7633","C1AE00548269",148774.230296636,"CR0002345458"
"7634","C1AE00548269",271252.30650902,"CR0017996386"
"7635","C1AE00548269",52077.1970769216,"CR0055774756"
"7636","C1AE00642093",283486.309780593,"CR0018035544"
"7637","C1AE00642093",118207.254566666,"CR0093043727"
"7638","C1AE00004864",61738.9685428354,"CR0015071078"
"7639","C1AE00831414",28964.6869823713,"CR0013825515"
"7640","C1AE00831414",32921.767296848,"CR0064231644"
"7641","C1AE00831414",47006.6809973229,"CR0005740965"
"7642","C1AE00831414",17576.6280878266,"CR0097739455"
"7643","C1AE00831414",86818.0250026165,"CR0047128977"
"7644","C1AE00831414",8297.50200047719,"CR0041961359"
"7645","C1AE00358231",14868.1040981046,"CR0006719549"
"7646","C1AE00358231",24657.2059658807,"CR0007372372"
"7647","C1AE00107261",31379.8564467016,"CR0079538409"
"7648","C1AE00780098",24004.7715084367,"CR0030561633"
"7649","C1AE00634531",57959.055353976,"CR0051948306"
"7650","C1AE00788160",24973.0997657177,"CR0036757653"
"7651","C1AE00764183",123487.627819308,"CR0089760753"
"7652","C1AE00754932",138968.373445546,"CR0058443020"
"7653","C1AE00257293",164507.335056829,"CR0021261678"
"7654","C1AE00415110",57208.7461969723,"CR0099559129"
"7655","C1AE00680815",15475.372264661,"CR0010883633"
"7656","C1AE00680815",100621.008904433,"CR0033325945"
"7657","C1AE00680815",6771.83183737128,"CR0064030155"
"7658","C1AE00680815",73670.7190410664,"CR0020385038"
"7659","C1AE00681949",72444.9214762643,"CR0034726843"
"7660","C1AE00181464",9970.70111690613,"CR0004059311"
"7661","C1AE00181464",165921.435037295,"CR0020760727"
"7662","C1AE00181464",83892.3971772219,"CR0025429092"
"7663","C1AE00283466",132227.556858745,"CR0064856903"
"7664","C1AE00283466",51389.4986675413,"CR0014932325"
"7665","C1AE00650741",158826.70555991,"CR0068337611"
"7666","C1AE00053791",20523.1062083874,"CR0013345260"
"7667","C1AE00590959",177447.572321632,"CR0095911782"
"7668","C1AE00988996",75057.2035200908,"CR0071828139"
"7669","C1AE00132953",67774.7749355851,"CR0044714878"
"7670","C1AE00623751",38314.1134417259,"CR0013836696"
"7671","C1AE00623751",84867.1849138606,"CR0039268885"
"7672","C1AE00623751",59714.1699819523,"CR0031223246"
"7673","C1AE00623751",55113.5349539605,"CR0027894207"
"7674","C1AE00623751",19398.4886673657,"CR0082051214"
"7675","C1AE00623751",18455.4584773474,"CR0093376839"
"7676","C1AE00623751",41187.7561991989,"CR0066979558"
"7677","C1AE00926703",40015.8811886151,"CR0046726544"
"7678","C1AE00688072",211237.25645108,"CR0060347701"
"7679","C1AE00688072",19453.4495086816,"CR0054405390"
"7680","C1AE00688072",306404.861327842,"CR0082977538"
"7681","C1AE00774292",70954.1446734475,"CR0093697978"
"7682","C1AE00455213",129205.516657566,"CR0087901241"
"7683","C1AE00455213",116382.308205847,"CR0047094837"
"7684","C1AE00155015",239594.996342671,"CR0066444433"
"7685","C1AE00307783",26934.1549526909,"CR0017778147"
"7686","C1AE00233584",77599.5669697965,"CR0071977076"
"7687","C1AE00563959",34381.2739221667,"CR0070813529"
"7688","C1AE00563959",66374.5636115284,"CR0058835546"
"7689","C1AE00563959",17156.4584316866,"CR0076239119"
"7690","C1AE00242245",61176.7669550782,"CR0037211556"
"7691","C1AE00637436",74121.9855797199,"CR0078422338"
"7692","C1AE00683458",14476.452083049,"CR0073193135"
"7693","C1AE00104088",418531.919353741,"CR0018187856"
"7694","C1AE00104088",48712.4824067066,"CR0040975677"
"7695","C1AE00104088",127057.586660935,"CR0064443334"
"7696","C1AE00104088",93457.6305096551,"CR0000751842"
"7697","C1AE00104088",21171.6194095082,"CR0027033581"
"7698","C1AE00044851",231970.730622594,"CR0056137134"
"7699","C1AE00940746",84249.4811320422,"CR0032532581"
"7700","C1AE00077693",73012.9755611659,"CR0035715548"
"7701","C1AE00890658",146773.127588838,"CR0004885530"
"7702","C1AE00119069",111727.226784947,"CR0089056631"
"7703","C1AE00185263",68275.102313676,"CR0044557077"
"7704","C1AE00185263",39177.6069262573,"CR0051423492"
"7705","C1AE00042095",41868.2584054415,"CR0044616085"
"7706","C1AE00884521",163060.241922445,"CR0002329814"
"7707","C1AE00884521",290188.376616735,"CR0094084823"
"7708","C1AE00884521",14850.8324328037,"CR0074693029"
"7709","C1AE00884521",145798.133706426,"CR0074517351"
"7710","C1AE00884521",78884.7024601006,"CR0030003135"
"7711","C1AE00884521",76268.6966783633,"CR0056625752"
"7712","C1AE00884521",365984.735490354,"CR0019910799"
"7713","C1AE00421377",177454.239134497,"CR0024476982"
"7714","C1AE00421377",55944.6961944207,"CR0067871303"
"7715","C1AE00421377",9440.8178846081,"CR0023510854"
"7716","C1AE00761077",31904.5049814764,"CR0013963349"
"7717","C1AE00761077",4440.70800342986,"CR0020223679"
"7718","C1AE00560996",29312.3803369014,"CR0071845031"
"7719","C1AE00560996",30673.0803250858,"CR0091973380"
"7720","C1AE00428077",8625.78433241621,"CR0004334060"
"7721","C1AE00018991",367394.102934184,"CR0077184468"
"7722","C1AE00782707",165495.944216523,"CR0062551004"
"7723","C1AE00427586",32691.6981883905,"CR0036797369"
"7724","C1AE00427586",19857.1506339208,"CR0082495652"
"7725","C1AE00826268",24606.0879625532,"CR0056045613"
"7726","C1AE00043006",28569.4759165028,"CR0027801909"
"7727","C1AE00922004",112247.902580352,"CR0097444213"
"7728","C1AE00922004",59522.4389109025,"CR0038884836"
"7729","C1AE00984408",63984.6229376309,"CR0008213277"
"7730","C1AE00206881",72938.3470369373,"CR0026268633"
"7731","C1AE00365779",51468.2068191306,"CR0006883073"
"7732","C1AE00121711",15582.4073077483,"CR0091371871"
"7733","C1AE00929423",149498.816591035,"CR0040755453"
"7734","C1AE00841648",100221.346936064,"CR0009564271"
"7735","C1AE00636311",88565.0723320273,"CR0010100416"
"7736","C1AE00636311",14858.6869096376,"CR0012075721"
"7737","C1AE00636311",57669.9992541931,"CR0081251849"
"7738","C1AE00178625",29077.4124044408,"CR0048016913"
"7739","C1AE00718877",50536.2133453113,"CR0032320892"
"7740","C1AE00888546",57209.2295612103,"CR0044954559"
"7741","C1AE00448634",50673.8666435241,"CR0091845086"
"7742","C1AE00448634",50637.7210909808,"CR0021303619"
"7743","C1AE00448634",9296.89940761013,"CR0084716260"
"7744","C1AE00448634",49252.1266139152,"CR0008341905"
"7745","C1AE00448634",22266.434864415,"CR0039446925"
"7746","C1AE00448634",94202.0056723322,"CR0009276797"
"7747","C1AE00937890",39846.5059166227,"CR0087048907"
"7748","C1AE00937890",252809.567472099,"CR0049109920"
"7749","C1AE00165668",49968.8957163521,"CR0073891160"
"7750","C1AE00048048",101936.043453273,"CR0069623776"
"7751","C1AE00951350",66146.3163570164,"CR0034138885"
"7752","C1AE00933928",68856.9781578673,"CR0042326178"
"7753","C1AE00860831",9363.43940255537,"CR0036345172"
"7754","C1AE00078967",57903.1282562858,"CR0031222781"
"7755","C1AE00865843",127095.896046195,"CR0001825773"
"7756","C1AE00425828",149443.195385616,"CR0027204892"
"7757","C1AE00493997",19792.2849273287,"CR0042242618"
"7758","C1AE00493997",81513.2088102761,"CR0097368711"
"7759","C1AE00493997",89812.4114165323,"CR0040624021"
"7760","C1AE00493997",5699.72621507329,"CR0087871864"
"7761","C1AE00773211",15405.7332974738,"CR0038891073"
"7762","C1AE00773211",241109.336942827,"CR0082051114"
"7763","C1AE00773211",79691.2816169187,"CR0011260340"
"7764","C1AE00773211",2564.4653873761,"CR0030699732"
"7765","C1AE00773211",32956.0010992316,"CR0082870253"
"7766","C1AE00773211",76604.4730157411,"CR0031511223"
"7767","C1AE00601195",176803.548566457,"CR0034104376"
"7768","C1AE00054707",701865.011572191,"CR0022421532"
"7769","C1AE00054707",172594.216091969,"CR0024600142"
"7770","C1AE00054707",27968.2908171584,"CR0010925977"
"7771","C1AE00054707",35648.9850392071,"CR0039695215"
"7772","C1AE00054707",37603.6881443706,"CR0097489026"
"7773","C1AE00054707",50361.3008570646,"CR0054994506"
"7774","C1AE00370106",100681.82955377,"CR0001593854"
"7775","C1AE00819219",22111.7309235401,"CR0050838316"
"7776","C1AE00031838",43872.8146578242,"CR0017619985"
"7777","C1AE00050989",63105.2441902749,"CR0035000815"
"7778","C1AE00050989",133604.557658418,"CR0076390953"
"7779","C1AE00477646",27154.5955211264,"CR0005191201"
"7780","C1AE00612433",281418.861737812,"CR0076164322"
"7781","C1AE00612433",57388.1531196169,"CR0072743898"
"7782","C1AE00590572",92560.4603077867,"CR0000778335"
"7783","C1AE00056759",26982.3951315232,"CR0046025104"
"7784","C1AE00250964",120407.198357111,"CR0092427433"
"7785","C1AE00250964",67171.9326194908,"CR0092486453"
"7786","C1AE00666456",106520.599500902,"CR0089435224"
"7787","C1AE00614686",163627.964506447,"CR0097696054"
"7788","C1AE00904615",24398.9471127566,"CR0086099686"
"7789","C1AE00424572",134066.620080818,"CR0018051799"
"7790","C1AE00424572",76634.3687580783,"CR0022481944"
"7791","C1AE00051048",132814.828018371,"CR0088917334"
"7792","C1AE00526098",352678.014429811,"CR0019585969"
"7793","C1AE00526098",10566.2442323946,"CR0057071221"
"7794","C1AE00802522",32989.0379997538,"CR0056983504"
"7795","C1AE00367904",102292.031929338,"CR0057085880"
"7796","C1AE00367904",21666.2442463229,"CR0018066955"
"7797","C1AE00367904",34458.7601419302,"CR0017458484"
"7798","C1AE00846923",73657.6377609663,"CR0090014375"
"7799","C1AE00175235",35507.6613797974,"CR0049139212"
"7800","C1AE00757743",55949.3383592076,"CR0050630834"
"7801","C1AE00035977",110554.982282878,"CR0029719620"
"7802","C1AE00734073",73711.1176822478,"CR0011632399"
"7803","C1AE00815993",93394.109202676,"CR0019599455"
"7804","C1AE00815993",43153.8343593347,"CR0043499898"
"7805","C1AE00366217",29140.5797674511,"CR0017769572"
"7806","C1AE00366217",48083.8599389722,"CR0084236474"
"7807","C1AE00000570",49037.022709652,"CR0020416039"
"7808","C1AE00000570",53908.0137349803,"CR0016963166"
"7809","C1AE00000570",11142.7561081499,"CR0050259596"
"7810","C1AE00363851",18883.0672220474,"CR0039114966"
"7811","C1AE00006806",366716.671807376,"CR0071864477"
"7812","C1AE00006806",566162.857993615,"CR0067064850"
"7813","C1AE00006806",50160.9679166596,"CR0096174771"
"7814","C1AE00006806",206288.868813697,"CR0032769642"
"7815","C1AE00030283",33626.6954481212,"CR0085453103"
"7816","C1AE00030283",311283.971609471,"CR0074011393"
"7817","C1AE00030283",13179.8435413722,"CR0021066375"
"7818","C1AE00643871",63506.4825035332,"CR0097659801"
"7819","C1AE00944082",59694.8178720589,"CR0056601274"
"7820","C1AE00279437",106222.738240398,"CR0084089485"
"7821","C1AE00279437",32484.350548883,"CR0056505407"
"7822","C1AE00279437",37518.4075628462,"CR0017132676"
"7823","C1AE00279437",110884.116860508,"CR0043664266"
"7824","C1AE00279437",517146.813681973,"CR0009372345"
"7825","C1AE00279437",64210.8428330809,"CR0094420214"
"7826","C1AE00201792",337492.02761484,"CR0056338361"
"7827","C1AE00889841",71262.336066046,"CR0098514700"
"7828","C1AE00952011",118955.41804214,"CR0051524601"
"7829","C1AE00744885",24054.5964026927,"CR0076644092"
"7830","C1AE00744885",206584.80090549,"CR0021505242"
"7831","C1AE00744885",46736.4442421219,"CR0026296257"
"7832","C1AE00988214",26669.4569192945,"CR0036965486"
"7833","C1AE00739204",14410.7826397199,"CR0023736623"
"7834","C1AE00739204",37621.8205368048,"CR0017266788"
"7835","C1AE00739204",30198.9670122129,"CR0008850049"
"7836","C1AE00739204",236081.40205828,"CR0066536349"
"7837","C1AE00739204",19955.5688779874,"CR0057221337"
"7838","C1AE00157073",43293.1666395008,"CR0028572653"
"7839","C1AE00157073",5283.57200697614,"CR0068537925"
"7840","C1AE00442862",171404.44425396,"CR0066460699"
"7841","C1AE00254337",62108.7983133701,"CR0078244342"
"7842","C1AE00254337",108189.802011164,"CR0006961779"
"7843","C1AE00254337",44309.71405788,"CR0041190207"
"7844","C1AE00826427",53102.1193613728,"CR0001858585"
"7845","C1AE00031918",33537.9374498116,"CR0030625947"
"7846","C1AE00906474",52644.4348857347,"CR0088958466"
"7847","C1AE00906474",14306.0119160153,"CR0000152084"
"7848","C1AE00669664",19688.9756526413,"CR0060975256"
"7849","C1AE00839400",83579.4421355547,"CR0054112429"
"7850","C1AE00712071",87976.4340017306,"CR0026412693"
"7851","C1AE00958897",146429.782745781,"CR0054493749"
"7852","C1AE00958897",622229.115986834,"CR0046415163"
"7853","C1AE00675294",109816.850423977,"CR0013811362"
"7854","C1AE00675294",36252.2262515744,"CR0067553717"
"7855","C1AE00968604",62576.8795889845,"CR0064364678"
"7856","C1AE00243535",41929.2825735335,"CR0005167462"
"7857","C1AE00475722",68525.2974394637,"CR0020585114"
"7858","C1AE00475722",15185.2741375518,"CR0057186359"
"7859","C1AE00475722",43746.7974083413,"CR0046020266"
"7860","C1AE00475722",104653.865894064,"CR0064926036"
"7861","C1AE00679133",37255.6126953959,"CR0075746526"
"7862","C1AE00679133",103419.078413643,"CR0043804019"
"7863","C1AE00679133",41373.8486794377,"CR0038478307"
"7864","C1AE00760413",56352.2707054997,"CR0015334129"
"7865","C1AE00760413",54482.2486336681,"CR0097519820"
"7866","C1AE00760413",105858.706577372,"CR0045107397"
"7867","C1AE00760413",217576.275152626,"CR0001187042"
"7868","C1AE00882866",52081.4702486511,"CR0032829659"
"7869","C1AE00745558",6960.21430516209,"CR0058829278"
"7870","C1AE00196455",109190.073156998,"CR0064590617"
"7871","C1AE00196455",163633.414616075,"CR0041149468"
"7872","C1AE00814197",650997.560480025,"CR0073783444"
"7873","C1AE00435440",129187.980407209,"CR0082347069"
"7874","C1AE00435440",31552.4262739846,"CR0051593612"
"7875","C1AE00763955",145384.71452954,"CR0006932439"
"7876","C1AE00763955",15231.7141180952,"CR0014768103"
"7877","C1AE00763955",34709.8923086902,"CR0099276863"
"7878","C1AE00763955",182269.040829957,"CR0013784680"
"7879","C1AE00763955",179610.30989429,"CR0071981109"
"7880","C1AE00748076",39796.6845772986,"CR0073910795"
"7881","C1AE00748076",10429.7766719311,"CR0050327990"
"7882","C1AE00748076",79597.8925500319,"CR0019073292"
"7883","C1AE00908460",43950.0167156605,"CR0023124224"
"7884","C1AE00661351",52819.1059185308,"CR0048167332"
"7885","C1AE00661351",56867.2839618157,"CR0052213910"
"7886","C1AE00244951",107902.651968782,"CR0019962033"
"7887","C1AE00244951",42502.3927066541,"CR0003585107"
"7888","C1AE00285666",50197.7893818125,"CR0019885474"
"7889","C1AE00937024",56646.6488279778,"CR0073370767"
"7890","C1AE00937024",116509.217146506,"CR0096270474"
"7891","C1AE00028844",137401.398395743,"CR0042557930"
"7892","C1AE00372636",18212.2779782162,"CR0032087754"
"7893","C1AE00335933",54419.5313092452,"CR0059483302"
"7894","C1AE00606242",178076.681079073,"CR0071190381"
"7895","C1AE00534099",136032.25092234,"CR0057018018"
"7896","C1AE00534099",6191.34620881372,"CR0051019945"
"7897","C1AE00619090",37372.78155696,"CR0006980818"
"7898","C1AE00412983",99105.2270782495,"CR0073519305"
"7899","C1AE00412983",24975.7182285326,"CR0069717648"
"7900","C1AE00774917",271135.112210289,"CR0060845902"
"7901","C1AE00774917",35592.956056362,"CR0061287518"
"7902","C1AE00774917",40965.3104279286,"CR0075458753"
"7903","C1AE00692036",63694.0100245149,"CR0043136125"
"7904","C1AE00294850",23483.0284023472,"CR0019551788"
"7905","C1AE00152802",24566.6524695138,"CR0029663212"
"7906","C1AE00913702",58703.74121275,"CR0067314972"
"7907","C1AE00913702",70818.9769359005,"CR0045233813"
"7908","C1AE00173500",17814.1547138225,"CR0007116516"
"7909","C1AE00173500",57249.9426449839,"CR0067670819"
"7910","C1AE00297687",18211.8568110459,"CR0098313221"
"7911","C1AE00603170",141326.837750812,"CR0084930883"
"7912","C1AE00466956",83858.5598648578,"CR0086930597"
"7913","C1AE00810069",18613.6726483933,"CR0098181932"
"7914","C1AE00199010",33064.0711388682,"CR0087817684"
"7915","C1AE00312059",1593.8962397214,"CR0002875139"
"7916","C1AE00312059",22094.942328824,"CR0008345496"
"7917","C1AE00187051",28518.9558539609,"CR0075235720"
"7918","C1AE00187051",16951.3156496368,"CR0033993293"
"7919","C1AE00187051",28706.3507338169,"CR0091249440"
"7920","C1AE00187051",141263.71909909,"CR0087283045"
"7921","C1AE00421704",286233.300745567,"CR0019708183"
"7922","C1AE00795650",291542.334514497,"CR0092314227"
"7923","C1AE00353906",92782.046541539,"CR0056355306"
"7924","C1AE00024222",116578.801981592,"CR0061925172"
