"","policy_number","inception","expiration"
"51395","C1AE00495885","201303","201403"
"51396","C1AE00083219","200805","200905"
"51397","C1AE00997667","201308","201408"
"51398","C1AE00154151","201010","201110"
"51399","C1AE00578848","201602","201702"
"51400","C1AE00612911","201001","201101"
"51401","C1AE00368773","201512","201612"
"51402","C1AE00925144","200704","200804"
"51403","C1AE00162180","201303","201403"
"51404","C1AE00910753","201505","201605"
"51405","C1AE00514354","200805","200905"
"51406","C1AE00015745","201312","201412"
"51407","C1AE00922319","201104","201204"
"51408","C1AE00977405","201201","201301"
"51409","C1AE00585327","201010","201110"
"51410","C1AE00241323","201403","201503"
"51411","C1AE00324856","201103","201203"
"51412","C1AE00628295","201402","201502"
"51413","C1AE00922774","201501","201601"
"51414","C1AE00284947","201004","201104"
"51415","C1AE00480652","201605","201705"
"51416","C1AE00613174","201007","201107"
"51417","C1AE00634531","201102","201202"
"51418","C1AE00132161","200909","201009"
"51419","C1AE00835396","201407","201507"
"51420","C1AE00788160","201102","201202"
"51421","C1AE00619782","201503","201603"
"51422","C1AE00823659","201205","201305"
"51423","C1AE00266667","201510","201610"
"51424","C1AE00764183","201301","201401"
"51425","C1AE00852426","201404","201504"
"51426","C1AE00869963","201012","201112"
"51427","C1AE00712579","200912","201012"
"51428","C1AE00064273","201303","201403"
"51429","C1AE00329865","200905","201005"
"51430","C1AE00155903","201507","201607"
"51431","C1AE00682458","201611","201711"
"51432","C1AE00093999","201608","201708"
"51433","C1AE00349665","200804","200904"
"51434","C1AE00982882","201004","201104"
"51435","C1AE00782418","201010","201110"
"51436","C1AE00251111","201611","201711"
"51437","C1AE00754932","201311","201411"
"51438","C1AE00951412","200907","201007"
"51439","C1AE00624986","200911","201011"
"51440","C1AE00055781","201007","201107"
"51441","C1AE00922210","201604","201704"
"51442","C1AE00144093","200902","201002"
"51443","C1AE00514136","201008","201108"
"51444","C1AE00345732","200706","200806"
"51445","C1AE00297736","201003","201103"
"51446","C1AE00689832","201603","201703"
"51447","C1AE00366272","200909","201009"
"51448","C1AE00908871","201505","201605"
"51449","C1AE00978275","201504","201604"
"51450","C1AE00127908","201111","201211"
"51451","C1AE00033266","201501","201601"
"51452","C1AE00121067","201207","201307"
"51453","C1AE00257293","201311","201411"
"51454","C1AE00215956","200903","201003"
"51455","C1AE00535498","201503","201603"
"51456","C1AE00172422","201611","201711"
"51457","C1AE00576445","201001","201101"
"51458","C1AE00486550","201212","201312"
"51459","C1AE00288209","201304","201404"
"51460","C1AE00850504","201304","201404"
"51461","C1AE00719787","201401","201501"
"51462","C1AE00227975","201207","201307"
"51463","C1AE00966521","201504","201604"
"51464","C1AE00542519","201002","201102"
"51465","C1AE00818287","201307","201407"
"51466","C1AE00093763","201007","201107"
"51467","C1AE00405826","201108","201208"
"51468","C1AE00559676","201603","201703"
"51469","C1AE00415110","201211","201311"
"51470","C1AE00793192","201307","201407"
"51471","C1AE00141018","201204","201304"
"51472","C1AE00136086","201210","201310"
"51473","C1AE00592343","201310","201410"
"51474","C1AE00870275","201503","201603"
"51475","C1AE00619093","201010","201110"
"51476","C1AE00989624","201207","201307"
"51477","C1AE00638084","201209","201309"
"51478","C1AE00840556","201304","201404"
"51479","C1AE00694875","201304","201404"
"51480","C1AE00697266","201005","201105"
"51481","C1AE00390543","201508","201608"
"51482","C1AE00236640","201101","201201"
"51483","C1AE00732180","201101","201201"
"51484","C1AE00093912","201411","201511"
"51485","C1AE00914835","200905","201005"
"51486","C1AE00407581","201111","201211"
"51487","C1AE00741347","201001","201101"
"51488","C1AE00669235","201306","201406"
"51489","C1AE00680815","201608","201708"
"51490","C1AE00260714","201101","201201"
"51491","C1AE00047084","200908","201008"
"51492","C1AE00291768","201610","201710"
"51493","C1AE00498793","201102","201202"
"51494","C1AE00937168","201509","201609"
"51495","C1AE00830813","201110","201210"
"51496","C1AE00372755","201205","201305"
"51497","C1AE00681949","201011","201111"
"51498","C1AE00040631","201603","201703"
"51499","C1AE00460254","201104","201204"
"51500","C1AE00892010","201207","201307"
"51501","C1AE00337749","201212","201312"
"51502","C1AE00017175","201610","201710"
"51503","C1AE00189534","201412","201512"
"51504","C1AE00217682","201102","201202"
"51505","C1AE00657184","201112","201212"
"51506","C1AE00969704","201505","201605"
"51507","C1AE00043834","200805","200905"
"51508","C1AE00902544","201507","201607"
"51509","C1AE00600248","201101","201201"
"51510","C1AE00845919","200903","201003"
"51511","C1AE00407603","201609","201709"
"51512","C1AE00489975","200909","201009"
"51513","C1AE00217352","200812","200912"
"51514","C1AE00477020","201412","201512"
"51515","C1AE00181464","201208","201308"
"51516","C1AE00653089","200909","201009"
"51517","C1AE00283466","200811","200911"
"51518","C1AE00689340","200901","201001"
"51519","C1AE00650741","201202","201302"
"51520","C1AE00368625","201211","201311"
"51521","C1AE00673513","201204","201304"
"51522","C1AE00438037","200901","201001"
"51523","C1AE00251498","201410","201510"
"51524","C1AE00634805","201209","201309"
"51525","C1AE00773362","201407","201507"
"51526","C1AE00458044","200810","200910"
"51527","C1AE00053791","200708","200808"
"51528","C1AE00663235","201107","201207"
"51529","C1AE00437725","201409","201509"
"51530","C1AE00223674","201504","201604"
"51531","C1AE00373732","201607","201707"
"51532","C1AE00037466","201009","201109"
"51533","C1AE00635198","201212","201312"
"51534","C1AE00132408","201302","201402"
"51535","C1AE00462302","201108","201208"
"51536","C1AE00590959","200911","201011"
"51537","C1AE00928711","201004","201104"
"51538","C1AE00165936","201301","201401"
"51539","C1AE00315292","200701","200801"
"51540","C1AE00002968","200710","200810"
"51541","C1AE00285117","201106","201206"
"51542","C1AE00987541","201109","201209"
"51543","C1AE00684688","201410","201510"
"51544","C1AE00519994","201111","201211"
"51545","C1AE00108253","201205","201305"
"51546","C1AE00408488","201406","201506"
"51547","C1AE00246621","201603","201703"
"51548","C1AE00331279","201205","201305"
"51549","C1AE00227465","201204","201304"
"51550","C1AE00988996","201008","201108"
"51551","C1AE00873621","200901","201001"
"51552","C1AE00112347","201311","201411"
"51553","C1AE00000009","201212","201312"
"51554","C1AE00416668","201604","201704"
"51555","C1AE00876638","200811","200911"
"51556","C1AE00528719","201210","201310"
"51557","C1AE00364344","201203","201303"
"51558","C1AE00753691","201207","201307"
"51559","C1AE00200149","201209","201309"
"51560","C1AE00438616","201503","201603"
"51561","C1AE00388240","201109","201209"
"51562","C1AE00764060","201301","201401"
"51563","C1AE00692055","201101","201201"
"51564","C1AE00639578","201004","201104"
"51565","C1AE00269115","200904","201004"
"51566","C1AE00679171","200912","201012"
"51567","C1AE00480174","201506","201606"
"51568","C1AE00105542","201506","201606"
"51569","C1AE00213185","201310","201410"
"51570","C1AE00442742","200801","200901"
"51571","C1AE00580714","201201","201301"
"51572","C1AE00185428","201210","201310"
"51573","C1AE00340758","201207","201307"
"51574","C1AE00132953","201402","201502"
"51575","C1AE00683659","201204","201304"
"51576","C1AE00004729","201410","201510"
"51577","C1AE00623751","201212","201312"
"51578","C1AE00922634","201412","201512"
"51579","C1AE00209095","201506","201606"
"51580","C1AE00217171","201111","201211"
"51581","C1AE00757041","201308","201408"
"51582","C1AE00167030","201307","201407"
"51583","C1AE00300368","201111","201211"
"51584","C1AE00327109","201106","201206"
"51585","C1AE00856026","201609","201709"
"51586","C1AE00469535","201109","201209"
"51587","C1AE00457867","201509","201609"
"51588","C1AE00031149","200701","200801"
"51589","C1AE00926703","201201","201301"
"51590","C1AE00739618","201405","201505"
"51591","C1AE00631178","201109","201209"
"51592","C1AE00198772","201611","201711"
"51593","C1AE00147742","200803","200903"
"51594","C1AE00701566","201312","201412"
"51595","C1AE00336841","201404","201504"
"51596","C1AE00478929","201011","201111"
"51597","C1AE00055892","201608","201708"
"51598","C1AE00395219","201009","201109"
"51599","C1AE00037469","201307","201407"
"51600","C1AE00679164","201210","201310"
"51601","C1AE00975488","201110","201210"
"51602","C1AE00412762","200805","200905"
"51603","C1AE00525734","201510","201610"
"51604","C1AE00161679","200908","201008"
"51605","C1AE00132793","201311","201411"
"51606","C1AE00951409","200809","200909"
"51607","C1AE00536783","201408","201508"
"51608","C1AE00926384","201307","201407"
"51609","C1AE00849884","201209","201309"
"51610","C1AE00606939","201203","201303"
"51611","C1AE00463050","201306","201406"
"51612","C1AE00034518","201502","201602"
"51613","C1AE00287642","201304","201404"
"51614","C1AE00956085","200707","200807"
"51615","C1AE00501522","200805","200905"
"51616","C1AE00166187","201202","201302"
"51617","C1AE00594347","200701","200801"
"51618","C1AE00080410","201611","201711"
"51619","C1AE00546229","201006","201106"
"51620","C1AE00956395","200911","201011"
"51621","C1AE00164785","201407","201507"
"51622","C1AE00844345","201511","201611"
"51623","C1AE00688072","201103","201203"
"51624","C1AE00774292","201011","201111"
"51625","C1AE00715417","201308","201408"
"51626","C1AE00518946","201307","201407"
"51627","C1AE00731139","200907","201007"
"51628","C1AE00636803","201505","201605"
"51629","C1AE00976626","201209","201309"
"51630","C1AE00202850","201602","201702"
"51631","C1AE00908349","201104","201204"
"51632","C1AE00142144","201302","201402"
"51633","C1AE00527400","201609","201709"
"51634","C1AE00486159","201509","201609"
"51635","C1AE00902513","201406","201506"
"51636","C1AE00649912","201612","201712"
"51637","C1AE00629349","201203","201303"
"51638","C1AE00467142","201408","201508"
"51639","C1AE00565432","201606","201706"
"51640","C1AE00743227","201108","201208"
"51641","C1AE00317350","201209","201309"
"51642","C1AE00919513","201303","201403"
"51643","C1AE00307166","201511","201611"
"51644","C1AE00996385","201508","201608"
"51645","C1AE00029885","201304","201404"
"51646","C1AE00469252","201005","201105"
"51647","C1AE00747598","200902","201002"
"51648","C1AE00921101","201005","201105"
"51649","C1AE00400995","201011","201111"
"51650","C1AE00455213","201504","201604"
"51651","C1AE00045687","200904","201004"
"51652","C1AE00082381","200909","201009"
"51653","C1AE00577687","201210","201310"
"51654","C1AE00843792","200911","201011"
"51655","C1AE00373451","200708","200808"
"51656","C1AE00588315","201005","201105"
"51657","C1AE00155015","201611","201711"
"51658","C1AE00545743","201412","201512"
"51659","C1AE00308466","201505","201605"
"51660","C1AE00743263","201601","201701"
"51661","C1AE00120603","201203","201303"
"51662","C1AE00983707","201107","201207"
"51663","C1AE00813521","201010","201110"
"51664","C1AE00022042","201109","201209"
"51665","C1AE00399009","200912","201012"
"51666","C1AE00120705","201202","201302"
"51667","C1AE00791699","201502","201602"
"51668","C1AE00375071","201106","201206"
"51669","C1AE00218732","201602","201702"
"51670","C1AE00739233","201006","201106"
"51671","C1AE00262961","200804","200904"
"51672","C1AE00256604","201410","201510"
"51673","C1AE00751393","201612","201712"
"51674","C1AE00317452","201011","201111"
"51675","C1AE00886675","201307","201407"
"51676","C1AE00338112","201105","201205"
"51677","C1AE00988895","200910","201010"
"51678","C1AE00742918","201612","201712"
"51679","C1AE00740489","201208","201308"
"51680","C1AE00741889","201001","201101"
"51681","C1AE00020263","201112","201212"
"51682","C1AE00766166","201002","201102"
"51683","C1AE00951187","201611","201711"
"51684","C1AE00709918","201506","201606"
"51685","C1AE00878488","201002","201102"
"51686","C1AE00977511","201105","201205"
"51687","C1AE00190595","201209","201309"
"51688","C1AE00201097","201310","201410"
"51689","C1AE00307783","201503","201603"
"51690","C1AE00428172","200909","201009"
"51691","C1AE00820966","201003","201103"
"51692","C1AE00497552","201312","201412"
"51693","C1AE00777699","201110","201210"
"51694","C1AE00270205","201209","201309"
"51695","C1AE00233584","201301","201401"
"51696","C1AE00583472","201411","201511"
"51697","C1AE00703724","201405","201505"
"51698","C1AE00695176","201512","201612"
"51699","C1AE00243750","201105","201205"
"51700","C1AE00438168","201102","201202"
"51701","C1AE00198903","201410","201510"
"51702","C1AE00268855","200902","201002"
"51703","C1AE00259002","201405","201505"
"51704","C1AE00722276","201206","201306"
"51705","C1AE00855915","201312","201412"
"51706","C1AE00833345","201102","201202"
"51707","C1AE00529582","201010","201110"
"51708","C1AE00222511","201106","201206"
"51709","C1AE00954903","201203","201303"
"51710","C1AE00680689","201102","201202"
"51711","C1AE00943112","201610","201710"
"51712","C1AE00284780","200905","201005"
"51713","C1AE00652257","201209","201309"
"51714","C1AE00795123","200812","200912"
"51715","C1AE00443363","201401","201501"
"51716","C1AE00685299","201611","201711"
"51717","C1AE00531640","201204","201304"
"51718","C1AE00301792","201010","201110"
"51719","C1AE00565452","201309","201409"
"51720","C1AE00563959","200906","201006"
"51721","C1AE00240147","201006","201106"
"51722","C1AE00963067","200906","201006"
"51723","C1AE00912937","201211","201311"
"51724","C1AE00824607","201405","201505"
"51725","C1AE00261559","201004","201104"
"51726","C1AE00517388","201406","201506"
"51727","C1AE00201075","201007","201107"
"51728","C1AE00860112","201608","201708"
"51729","C1AE00389564","201304","201404"
"51730","C1AE00326709","201011","201111"
"51731","C1AE00269528","201611","201711"
"51732","C1AE00227897","201012","201112"
"51733","C1AE00731048","200708","200808"
"51734","C1AE00102085","201412","201512"
"51735","C1AE00055206","201109","201209"
"51736","C1AE00866143","201103","201203"
"51737","C1AE00216642","201106","201206"
"51738","C1AE00599441","201110","201210"
"51739","C1AE00731226","201603","201703"
"51740","C1AE00822425","201512","201612"
"51741","C1AE00435297","201407","201507"
"51742","C1AE00242245","201609","201709"
"51743","C1AE00338503","201104","201204"
"51744","C1AE00649346","201603","201703"
"51745","C1AE00649095","201502","201602"
"51746","C1AE00318785","201508","201608"
"51747","C1AE00077466","201105","201205"
"51748","C1AE00601578","201509","201609"
"51749","C1AE00992335","200703","200803"
"51750","C1AE00637436","201212","201312"
"51751","C1AE00247333","201612","201712"
"51752","C1AE00522322","201601","201701"
"51753","C1AE00683458","201311","201411"
"51754","C1AE00029031","201604","201704"
"51755","C1AE00703027","201604","201704"
"51756","C1AE00104088","201410","201510"
"51757","C1AE00516352","201512","201612"
"51758","C1AE00634307","201412","201512"
"51759","C1AE00136410","201406","201506"
"51760","C1AE00659465","201107","201207"
"51761","C1AE00231988","201202","201302"
"51762","C1AE00884799","201303","201403"
"51763","C1AE00999809","201604","201704"
"51764","C1AE00155933","200811","200911"
"51765","C1AE00309215","201212","201312"
"51766","C1AE00403343","201511","201611"
"51767","C1AE00101886","201011","201111"
"51768","C1AE00044851","201409","201509"
"51769","C1AE00940746","201104","201204"
"51770","C1AE00813574","201306","201406"
"51771","C1AE00680751","201010","201110"
"51772","C1AE00122430","201002","201102"
"51773","C1AE00731008","201005","201105"
"51774","C1AE00340934","201211","201311"
"51775","C1AE00260406","200901","201001"
"51776","C1AE00424762","201002","201102"
"51777","C1AE00446818","201606","201706"
"51778","C1AE00511131","200802","200902"
"51779","C1AE00461575","201503","201603"
"51780","C1AE00107162","201004","201104"
"51781","C1AE00348585","201307","201407"
"51782","C1AE00024460","200904","201004"
"51783","C1AE00789390","201112","201212"
"51784","C1AE00979118","201203","201303"
"51785","C1AE00047389","200912","201012"
"51786","C1AE00234477","201005","201105"
"51787","C1AE00190203","201301","201401"
"51788","C1AE00077693","201002","201102"
"51789","C1AE00890658","201206","201306"
"51790","C1AE00268659","201301","201401"
"51791","C1AE00133905","201302","201402"
"51792","C1AE00875362","201205","201305"
"51793","C1AE00268940","201105","201205"
"51794","C1AE00791286","201403","201503"
"51795","C1AE00175572","201409","201509"
"51796","C1AE00344258","201310","201410"
"51797","C1AE00069192","200910","201010"
"51798","C1AE00881472","201410","201510"
"51799","C1AE00998087","201506","201606"
"51800","C1AE00027303","200811","200911"
"51801","C1AE00060647","200801","200901"
"51802","C1AE00576292","200810","200910"
"51803","C1AE00394996","201412","201512"
"51804","C1AE00431094","201102","201202"
"51805","C1AE00280935","201601","201701"
"51806","C1AE00119069","201104","201204"
"51807","C1AE00056958","201302","201402"
"51808","C1AE00185263","201608","201708"
"51809","C1AE00585420","201511","201611"
"51810","C1AE00884990","201403","201503"
"51811","C1AE00317734","201109","201209"
"51812","C1AE00056335","201612","201712"
"51813","C1AE00042095","201607","201707"
"51814","C1AE00335612","201301","201401"
"51815","C1AE00853497","201407","201507"
"51816","C1AE00773653","200807","200907"
"51817","C1AE00599055","201002","201102"
"51818","C1AE00413774","201306","201406"
"51819","C1AE00629583","201506","201606"
"51820","C1AE00049624","201306","201406"
"51821","C1AE00884521","200905","201005"
"51822","C1AE00764346","200902","201002"
"51823","C1AE00603000","201302","201402"
"51824","C1AE00007802","201310","201410"
"51825","C1AE00917553","201304","201404"
"51826","C1AE00713383","201511","201611"
"51827","C1AE00283506","201211","201311"
"51828","C1AE00421377","201304","201404"
"51829","C1AE00761077","201305","201405"
"51830","C1AE00843151","201308","201408"
"51831","C1AE00559490","200803","200903"
"51832","C1AE00370968","201103","201203"
"51833","C1AE00498993","201606","201706"
"51834","C1AE00015355","201507","201607"
"51835","C1AE00156999","201411","201511"
"51836","C1AE00519561","201203","201303"
"51837","C1AE00487689","201204","201304"
"51838","C1AE00560996","201010","201110"
"51839","C1AE00493845","201610","201710"
"51840","C1AE00150378","201007","201107"
"51841","C1AE00958905","201501","201601"
"51842","C1AE00253693","201303","201403"
"51843","C1AE00610753","201511","201611"
"51844","C1AE00022797","201603","201703"
"51845","C1AE00041166","200905","201005"
"51846","C1AE00971337","201608","201708"
"51847","C1AE00345590","201612","201712"
"51848","C1AE00537576","201111","201211"
"51849","C1AE00560765","201406","201506"
"51850","C1AE00890763","201309","201409"
"51851","C1AE00795706","201611","201711"
"51852","C1AE00717150","201208","201308"
"51853","C1AE00428077","201202","201302"
"51854","C1AE00817047","201011","201111"
"51855","C1AE00530958","201210","201310"
"51856","C1AE00535797","201202","201302"
"51857","C1AE00839066","201512","201612"
"51858","C1AE00731266","201507","201607"
"51859","C1AE00321656","201303","201403"
"51860","C1AE00928560","200904","201004"
"51861","C1AE00413460","201210","201310"
"51862","C1AE00213246","201206","201306"
"51863","C1AE00696701","201001","201101"
"51864","C1AE00475082","201401","201501"
"51865","C1AE00018991","201110","201210"
"51866","C1AE00895637","201207","201307"
"51867","C1AE00578610","200903","201003"
"51868","C1AE00595400","201111","201211"
"51869","C1AE00932148","201410","201510"
"51870","C1AE00875634","200806","200906"
"51871","C1AE00401094","201404","201504"
"51872","C1AE00260878","201406","201506"
"51873","C1AE00918513","200810","200910"
"51874","C1AE00860974","200811","200911"
"51875","C1AE00597883","201303","201403"
"51876","C1AE00541680","201112","201212"
"51877","C1AE00318772","201203","201303"
"51878","C1AE00856041","201110","201210"
"51879","C1AE00818522","201007","201107"
"51880","C1AE00690507","201404","201504"
"51881","C1AE00861903","201112","201212"
"51882","C1AE00361327","201404","201504"
"51883","C1AE00265376","201204","201304"
"51884","C1AE00846883","201001","201101"
"51885","C1AE00583415","201204","201304"
"51886","C1AE00534291","201204","201304"
"51887","C1AE00625289","201312","201412"
"51888","C1AE00772145","201004","201104"
"51889","C1AE00470587","201511","201611"
"51890","C1AE00144158","201106","201206"
"51891","C1AE00334727","201610","201710"
"51892","C1AE00782707","201108","201208"
"51893","C1AE00698802","200702","200802"
"51894","C1AE00750712","200907","201007"
"51895","C1AE00322048","201609","201709"
"51896","C1AE00733683","201107","201207"
"51897","C1AE00228805","201410","201510"
"51898","C1AE00515697","201408","201508"
"51899","C1AE00718535","201109","201209"
"51900","C1AE00251799","201504","201604"
"51901","C1AE00102605","201601","201701"
"51902","C1AE00080110","200901","201001"
"51903","C1AE00393484","201005","201105"
"51904","C1AE00414249","200806","200906"
"51905","C1AE00082846","200906","201006"
"51906","C1AE00502685","201010","201110"
"51907","C1AE00305239","201208","201308"
"51908","C1AE00163048","201402","201502"
"51909","C1AE00682223","201207","201307"
"51910","C1AE00780116","201502","201602"
"51911","C1AE00427586","201309","201409"
"51912","C1AE00771488","201208","201308"
"51913","C1AE00812183","201606","201706"
"51914","C1AE00928866","201507","201607"
"51915","C1AE00661380","201108","201208"
"51916","C1AE00922985","201202","201302"
"51917","C1AE00801276","200901","201001"
"51918","C1AE00998685","201401","201501"
"51919","C1AE00743447","201509","201609"
"51920","C1AE00238705","201410","201510"
"51921","C1AE00926647","201306","201406"
"51922","C1AE00232267","201302","201402"
"51923","C1AE00338297","201302","201402"
"51924","C1AE00614667","201409","201509"
"51925","C1AE00806578","201008","201108"
"51926","C1AE00727868","201205","201305"
"51927","C1AE00593654","201312","201412"
"51928","C1AE00319992","201003","201103"
"51929","C1AE00826268","200904","201004"
"51930","C1AE00836516","201102","201202"
"51931","C1AE00043006","201404","201504"
"51932","C1AE00304591","200807","200907"
"51933","C1AE00845834","201606","201706"
"51934","C1AE00930912","201502","201602"
"51935","C1AE00814485","201008","201108"
"51936","C1AE00798550","201112","201212"
"51937","C1AE00214817","201011","201111"
"51938","C1AE00852765","201107","201207"
"51939","C1AE00612363","200702","200802"
"51940","C1AE00999254","201306","201406"
"51941","C1AE00680098","201306","201406"
"51942","C1AE00408908","201606","201706"
"51943","C1AE00461529","201509","201609"
"51944","C1AE00318255","201411","201511"
"51945","C1AE00577255","201509","201609"
"51946","C1AE00478881","201602","201702"
"51947","C1AE00045590","201204","201304"
"51948","C1AE00023636","201001","201101"
"51949","C1AE00922004","200803","200903"
"51950","C1AE00625351","201605","201705"
"51951","C1AE00008993","201106","201206"
"51952","C1AE00018480","201109","201209"
"51953","C1AE00294761","200906","201006"
"51954","C1AE00531004","201302","201402"
"51955","C1AE00987108","201209","201309"
"51956","C1AE00154173","201105","201205"
"51957","C1AE00021998","201105","201205"
"51958","C1AE00764186","201102","201202"
"51959","C1AE00515421","201202","201302"
"51960","C1AE00984408","201211","201311"
"51961","C1AE00949784","201206","201306"
"51962","C1AE00206881","201103","201203"
"51963","C1AE00895998","201207","201307"
"51964","C1AE00118663","201207","201307"
"51965","C1AE00590893","201411","201511"
"51966","C1AE00365779","201610","201710"
"51967","C1AE00991745","200707","200807"
"51968","C1AE00121711","201204","201304"
"51969","C1AE00929423","201504","201604"
"51970","C1AE00939403","201204","201304"
"51971","C1AE00951724","201104","201204"
"51972","C1AE00360572","201208","201308"
"51973","C1AE00503477","201306","201406"
"51974","C1AE00896610","201208","201308"
"51975","C1AE00773874","201608","201708"
"51976","C1AE00578608","201204","201304"
"51977","C1AE00047504","201511","201611"
"51978","C1AE00895766","201512","201612"
"51979","C1AE00479442","201607","201707"
"51980","C1AE00040125","200802","200902"
"51981","C1AE00841648","201111","201211"
"51982","C1AE00276430","201206","201306"
"51983","C1AE00632815","201607","201707"
"51984","C1AE00425251","201401","201501"
"51985","C1AE00792001","201611","201711"
"51986","C1AE00119930","201112","201212"
"51987","C1AE00583999","201012","201112"
"51988","C1AE00212689","201608","201708"
"51989","C1AE00866783","200903","201003"
"51990","C1AE00625085","201505","201605"
"51991","C1AE00335101","201308","201408"
"51992","C1AE00737987","200905","201005"
"51993","C1AE00926113","201212","201312"
"51994","C1AE00179455","201312","201412"
"51995","C1AE00534820","201105","201205"
"51996","C1AE00447589","201206","201306"
"51997","C1AE00149242","200909","201009"
"51998","C1AE00884730","201108","201208"
"51999","C1AE00196698","201511","201611"
"52000","C1AE00385711","200908","201008"
"52001","C1AE00722337","200802","200902"
"52002","C1AE00388274","200908","201008"
"52003","C1AE00768819","201208","201308"
"52004","C1AE00777522","200911","201011"
"52005","C1AE00126451","201108","201208"
"52006","C1AE00211423","201212","201312"
"52007","C1AE00604504","201211","201311"
"52008","C1AE00016778","201505","201605"
"52009","C1AE00554685","201310","201410"
"52010","C1AE00889854","201409","201509"
"52011","C1AE00788612","201308","201408"
"52012","C1AE00636311","201505","201605"
"52013","C1AE00771862","201003","201103"
"52014","C1AE00905763","201602","201702"
"52015","C1AE00366828","201007","201107"
"52016","C1AE00432022","200705","200805"
"52017","C1AE00964771","201108","201208"
"52018","C1AE00679976","201608","201708"
"52019","C1AE00280528","201110","201210"
"52020","C1AE00004989","201409","201509"
"52021","C1AE00369483","201309","201409"
"52022","C1AE00708151","201307","201407"
"52023","C1AE00364588","201304","201404"
"52024","C1AE00270682","201303","201403"
"52025","C1AE00178625","201207","201307"
"52026","C1AE00430171","201612","201712"
"52027","C1AE00971226","201004","201104"
"52028","C1AE00864639","201301","201401"
"52029","C1AE00680519","201112","201212"
"52030","C1AE00732253","201102","201202"
"52031","C1AE00075878","200908","201008"
"52032","C1AE00884252","201207","201307"
"52033","C1AE00718877","200901","201001"
"52034","C1AE00888546","201311","201411"
"52035","C1AE00440320","201512","201612"
"52036","C1AE00354726","201207","201307"
"52037","C1AE00981184","201501","201601"
"52038","C1AE00591252","201302","201402"
"52039","C1AE00710448","201407","201507"
"52040","C1AE00617961","201607","201707"
"52041","C1AE00071853","201006","201106"
"52042","C1AE00818015","201104","201204"
"52043","C1AE00015221","200911","201011"
"52044","C1AE00131129","201405","201505"
"52045","C1AE00796010","201005","201105"
"52046","C1AE00286896","201509","201609"
"52047","C1AE00714910","201211","201311"
"52048","C1AE00916387","201606","201706"
"52049","C1AE00556959","201204","201304"
"52050","C1AE00717534","201107","201207"
"52051","C1AE00705143","200906","201006"
"52052","C1AE00708366","201504","201604"
"52053","C1AE00985342","201104","201204"
"52054","C1AE00565736","201610","201710"
"52055","C1AE00495492","201302","201402"
"52056","C1AE00456861","201005","201105"
"52057","C1AE00128038","201107","201207"
"52058","C1AE00431011","201205","201305"
"52059","C1AE00395826","200901","201001"
"52060","C1AE00587025","201509","201609"
"52061","C1AE00448634","201305","201405"
"52062","C1AE00480123","201404","201504"
"52063","C1AE00127625","201212","201312"
"52064","C1AE00279830","201507","201607"
"52065","C1AE00424872","201207","201307"
"52066","C1AE00088543","201510","201610"
"52067","C1AE00432728","201108","201208"
"52068","C1AE00937890","200810","200910"
"52069","C1AE00594476","201305","201405"
"52070","C1AE00486531","201004","201104"
"52071","C1AE00937843","201104","201204"
"52072","C1AE00721793","201002","201102"
"52073","C1AE00021181","201310","201410"
"52074","C1AE00936438","201311","201411"
"52075","C1AE00888312","201107","201207"
"52076","C1AE00241789","201212","201312"
"52077","C1AE00016069","201512","201612"
"52078","C1AE00444373","201211","201311"
"52079","C1AE00224535","201507","201607"
"52080","C1AE00542127","201403","201503"
"52081","C1AE00201618","200809","200909"
"52082","C1AE00165668","201102","201202"
"52083","C1AE00092725","201609","201709"
"52084","C1AE00444966","201405","201505"
"52085","C1AE00618637","201404","201504"
"52086","C1AE00383335","201001","201101"
"52087","C1AE00620649","201304","201404"
"52088","C1AE00048048","201210","201310"
"52089","C1AE00106482","200802","200902"
"52090","C1AE00638190","201505","201605"
"52091","C1AE00388327","201611","201711"
"52092","C1AE00288355","201304","201404"
"52093","C1AE00015908","201603","201703"
"52094","C1AE00183546","200807","200907"
"52095","C1AE00930832","201409","201509"
"52096","C1AE00558514","201403","201503"
"52097","C1AE00732622","201312","201412"
"52098","C1AE00254485","201511","201611"
"52099","C1AE00184987","201011","201111"
"52100","C1AE00246289","201010","201110"
"52101","C1AE00710365","201201","201301"
"52102","C1AE00316687","201106","201206"
"52103","C1AE00773065","201106","201206"
"52104","C1AE00800954","201402","201502"
"52105","C1AE00885154","201305","201405"
"52106","C1AE00121361","201505","201605"
"52107","C1AE00851544","201208","201308"
"52108","C1AE00387936","201510","201610"
"52109","C1AE00407426","201403","201503"
"52110","C1AE00594440","201307","201407"
"52111","C1AE00169703","201112","201212"
"52112","C1AE00165774","200812","200912"
"52113","C1AE00714480","201407","201507"
"52114","C1AE00072760","201305","201405"
"52115","C1AE00958334","201005","201105"
"52116","C1AE00941842","201009","201109"
"52117","C1AE00499526","201310","201410"
"52118","C1AE00879356","201411","201511"
"52119","C1AE00329092","200809","200909"
"52120","C1AE00846766","200909","201009"
"52121","C1AE00627117","201306","201406"
"52122","C1AE00331632","201106","201206"
"52123","C1AE00838963","201307","201407"
"52124","C1AE00710085","201305","201405"
"52125","C1AE00630031","201101","201201"
"52126","C1AE00806711","200704","200804"
"52127","C1AE00717045","201001","201101"
"52128","C1AE00140750","201103","201203"
"52129","C1AE00238129","200909","201009"
"52130","C1AE00830152","201302","201402"
